cellphone_id,brand,model,operating system,internal memory,RAM,performance,main camera,selfie camera,battery size,screen size,weight,price,release date,user_id,cellphone_id,rating,user_id,age,gender,occupation
,,,,,,,,,,,,,,128,6,5,,,,
,,,,,,,,,,,,,,128,13,4,,,,
,,,,,,,,,,,,,,128,23,8,,,,
,,,,,,,,,,,,,,128,28,5,,,,
,,,,,,,,,,,,,,128,12,5,,,,
,,,,,,,,,,,,,,128,32,2,,,,
,,,,,,,,,,,,,,129,18,6,,,,
,,,,,,,,,,,,,,129,4,8,,,,
,,,,,,,,,,,,,,129,27,9,,,,
,,,,,,,,,,,,,,129,9,10,,,,
,,,,,,,,,,,,,,129,26,7,,,,
,,,,,,,,,,,,,,129,5,9,,,,
,,,,,,,,,,,,,,129,31,7,,,,
,,,,,,,,,,,,,,129,21,7,,,,
,,,,,,,,,,,,,,129,25,9,,,,
,,,,,,,,,,,,,,129,2,10,,,,
,,,,,,,,,,,,,,137,1,7,,,,
,,,,,,,,,,,,,,137,9,9,,,,
,,,,,,,,,,,,,,137,14,9,,,,
,,,,,,,,,,,,,,137,16,7,,,,
,,,,,,,,,,,,,,137,31,10,,,,
,,,,,,,,,,,,,,137,25,8,,,,
,,,,,,,,,,,,,,137,32,10,,,,
,,,,,,,,,,,,,,137,22,9,,,,
,,,,,,,,,,,,,,137,26,6,,,,
,,,,,,,,,,,,,,137,19,6,,,,
,,,,,,,,,,,,,,140,6,7,,,,
,,,,,,,,,,,,,,140,18,7,,,,
,,,,,,,,,,,,,,140,32,9,,,,
,,,,,,,,,,,,,,140,14,8,,,,
,,,,,,,,,,,,,,140,20,10,,,,
,,,,,,,,,,,,,,140,19,9,,,,
,,,,,,,,,,,,,,140,11,9,,,,
,,,,,,,,,,,,,,140,3,8,,,,
,,,,,,,,,,,,,,140,15,8,,,,
,,,,,,,,,,,,,,140,13,10,,,,
,,,,,,,,,,,,,,142,31,7,,,,
,,,,,,,,,,,,,,142,22,8,,,,
,,,,,,,,,,,,,,142,12,8,,,,
,,,,,,,,,,,,,,142,17,8,,,,
,,,,,,,,,,,,,,142,28,7,,,,
,,,,,,,,,,,,,,142,15,7,,,,
,,,,,,,,,,,,,,142,9,7,,,,
,,,,,,,,,,,,,,142,32,8,,,,
,,,,,,,,,,,,,,142,11,6,,,,
,,,,,,,,,,,,,,142,6,7,,,,
,,,,,,,,,,,,,,143,10,8,,,,
,,,,,,,,,,,,,,143,22,8,,,,
,,,,,,,,,,,,,,143,18,7,,,,
,,,,,,,,,,,,,,143,28,7,,,,
,,,,,,,,,,,,,,143,4,8,,,,
,,,,,,,,,,,,,,143,32,6,,,,
,,,,,,,,,,,,,,143,27,6,,,,
,,,,,,,,,,,,,,143,19,7,,,,
,,,,,,,,,,,,,,143,13,7,,,,
,,,,,,,,,,,,,,143,14,8,,,,
,,,,,,,,,,,,,,144,30,7,,,,
,,,,,,,,,,,,,,144,5,10,,,,
,,,,,,,,,,,,,,144,28,9,,,,
,,,,,,,,,,,,,,144,22,7,,,,
,,,,,,,,,,,,,,144,32,7,,,,
,,,,,,,,,,,,,,144,15,9,,,,
,,,,,,,,,,,,,,144,3,10,,,,
,,,,,,,,,,,,,,144,18,8,,,,
,,,,,,,,,,,,,,144,8,8,,,,
,,,,,,,,,,,,,,144,29,7,,,,
,,,,,,,,,,,,,,145,5,8,,,,
,,,,,,,,,,,,,,145,29,7,,,,
,,,,,,,,,,,,,,145,30,7,,,,
,,,,,,,,,,,,,,145,24,7,,,,
,,,,,,,,,,,,,,145,0,8,,,,
,,,,,,,,,,,,,,145,15,8,,,,
,,,,,,,,,,,,,,145,26,7,,,,
,,,,,,,,,,,,,,145,28,6,,,,
,,,,,,,,,,,,,,145,19,7,,,,
,,,,,,,,,,,,,,145,10,8,,,,
,,,,,,,,,,,,,,148,3,10,,,,
,,,,,,,,,,,,,,148,18,2,,,,
,,,,,,,,,,,,,,148,6,4,,,,
,,,,,,,,,,,,,,148,16,2,,,,
,,,,,,,,,,,,,,148,26,5,,,,
,,,,,,,,,,,,,,148,0,10,,,,
,,,,,,,,,,,,,,148,1,10,,,,
,,,,,,,,,,,,,,148,24,5,,,,
,,,,,,,,,,,,,,148,5,4,,,,
,,,,,,,,,,,,,,148,2,10,,,,
,,,,,,,,,,,,,,152,25,9,,,,
,,,,,,,,,,,,,,152,5,9,,,,
,,,,,,,,,,,,,,152,27,7,,,,
,,,,,,,,,,,,,,152,24,5,,,,
,,,,,,,,,,,,,,152,4,8,,,,
,,,,,,,,,,,,,,152,10,2,,,,
,,,,,,,,,,,,,,152,28,2,,,,
,,,,,,,,,,,,,,152,15,1,,,,
,,,,,,,,,,,,,,152,8,2,,,,
,,,,,,,,,,,,,,152,19,8,,,,
,,,,,,,,,,,,,,154,25,7,,,,
,,,,,,,,,,,,,,154,6,9,,,,
,,,,,,,,,,,,,,154,21,6,,,,
,,,,,,,,,,,,,,154,13,6,,,,
,,,,,,,,,,,,,,154,20,6,,,,
,,,,,,,,,,,,,,154,30,6,,,,
,,,,,,,,,,,,,,154,4,10,,,,
,,,,,,,,,,,,,,154,27,9,,,,
,,,,,,,,,,,,,,154,11,8,,,,
,,,,,,,,,,,,,,154,8,9,,,,
,,,,,,,,,,,,,,156,21,8,,,,
,,,,,,,,,,,,,,156,12,9,,,,
,,,,,,,,,,,,,,156,26,8,,,,
,,,,,,,,,,,,,,156,28,8,,,,
,,,,,,,,,,,,,,156,5,10,,,,
,,,,,,,,,,,,,,156,22,8,,,,
,,,,,,,,,,,,,,156,1,10,,,,
,,,,,,,,,,,,,,156,9,8,,,,
,,,,,,,,,,,,,,156,19,9,,,,
,,,,,,,,,,,,,,156,23,6,,,,
,,,,,,,,,,,,,,160,8,1,,,,
,,,,,,,,,,,,,,160,27,3,,,,
,,,,,,,,,,,,,,160,12,10,,,,
,,,,,,,,,,,,,,160,31,1,,,,
,,,,,,,,,,,,,,160,7,1,,,,
,,,,,,,,,,,,,,160,9,6,,,,
,,,,,,,,,,,,,,160,6,4,,,,
,,,,,,,,,,,,,,160,20,7,,,,
,,,,,,,,,,,,,,160,30,1,,,,
,,,,,,,,,,,,,,160,18,1,,,,
,,,,,,,,,,,,,,162,30,9,,,,
,,,,,,,,,,,,,,162,17,8,,,,
,,,,,,,,,,,,,,162,4,6,,,,
,,,,,,,,,,,,,,162,24,8,,,,
,,,,,,,,,,,,,,162,8,9,,,,
,,,,,,,,,,,,,,162,32,7,,,,
,,,,,,,,,,,,,,162,10,6,,,,
,,,,,,,,,,,,,,162,5,8,,,,
,,,,,,,,,,,,,,162,0,7,,,,
,,,,,,,,,,,,,,162,3,8,,,,
,,,,,,,,,,,,,,164,26,8,,,,
,,,,,,,,,,,,,,164,9,6,,,,
,,,,,,,,,,,,,,164,2,7,,,,
,,,,,,,,,,,,,,164,28,8,,,,
,,,,,,,,,,,,,,164,17,6,,,,
,,,,,,,,,,,,,,164,4,4,,,,
,,,,,,,,,,,,,,164,23,6,,,,
,,,,,,,,,,,,,,164,7,8,,,,
,,,,,,,,,,,,,,164,16,5,,,,
,,,,,,,,,,,,,,164,24,7,,,,
,,,,,,,,,,,,,,169,31,1,,,,
,,,,,,,,,,,,,,169,1,5,,,,
,,,,,,,,,,,,,,169,5,7,,,,
,,,,,,,,,,,,,,169,25,9,,,,
,,,,,,,,,,,,,,169,3,10,,,,
,,,,,,,,,,,,,,169,27,7,,,,
,,,,,,,,,,,,,,169,2,10,,,,
,,,,,,,,,,,,,,169,12,10,,,,
,,,,,,,,,,,,,,169,9,8,,,,
,,,,,,,,,,,,,,169,26,8,,,,
,,,,,,,,,,,,,,178,1,10,,,,
,,,,,,,,,,,,,,178,10,9,,,,
,,,,,,,,,,,,,,178,14,5,,,,
,,,,,,,,,,,,,,178,4,10,,,,
,,,,,,,,,,,,,,178,12,8,,,,
,,,,,,,,,,,,,,178,0,9,,,,
,,,,,,,,,,,,,,178,32,6,,,,
,,,,,,,,,,,,,,178,22,9,,,,
,,,,,,,,,,,,,,178,7,10,,,,
,,,,,,,,,,,,,,178,15,10,,,,
,,,,,,,,,,,,,,183,14,7,,,,
,,,,,,,,,,,,,,183,22,6,,,,
,,,,,,,,,,,,,,183,20,8,,,,
,,,,,,,,,,,,,,183,17,5,,,,
,,,,,,,,,,,,,,183,27,5,,,,
,,,,,,,,,,,,,,183,32,7,,,,
,,,,,,,,,,,,,,183,28,7,,,,
,,,,,,,,,,,,,,183,30,6,,,,
,,,,,,,,,,,,,,183,7,6,,,,
,,,,,,,,,,,,,,183,2,8,,,,
,,,,,,,,,,,,,,194,10,7,,,,
,,,,,,,,,,,,,,194,8,8,,,,
,,,,,,,,,,,,,,194,1,9,,,,
,,,,,,,,,,,,,,194,11,5,,,,
,,,,,,,,,,,,,,194,19,4,,,,
,,,,,,,,,,,,,,194,18,2,,,,
,,,,,,,,,,,,,,194,9,3,,,,
,,,,,,,,,,,,,,194,22,8,,,,
,,,,,,,,,,,,,,194,3,6,,,,
,,,,,,,,,,,,,,194,7,8,,,,
,,,,,,,,,,,,,,200,16,3,,,,
,,,,,,,,,,,,,,200,17,4,,,,
,,,,,,,,,,,,,,200,30,9,,,,
,,,,,,,,,,,,,,200,20,7,,,,
,,,,,,,,,,,,,,200,13,2,,,,
,,,,,,,,,,,,,,200,31,10,,,,
,,,,,,,,,,,,,,200,11,1,,,,
,,,,,,,,,,,,,,200,32,8,,,,
,,,,,,,,,,,,,,200,6,5,,,,
,,,,,,,,,,,,,,200,21,6,,,,
,,,,,,,,,,,,,,203,32,7,,,,
,,,,,,,,,,,,,,203,30,9,,,,
,,,,,,,,,,,,,,203,31,10,,,,
,,,,,,,,,,,,,,203,29,5,,,,
,,,,,,,,,,,,,,203,1,4,,,,
,,,,,,,,,,,,,,203,8,8,,,,
,,,,,,,,,,,,,,203,11,1,,,,
,,,,,,,,,,,,,,203,13,2,,,,
,,,,,,,,,,,,,,203,23,3,,,,
,,,,,,,,,,,,,,203,27,6,,,,
,,,,,,,,,,,,,,204,19,6,,,,
,,,,,,,,,,,,,,204,24,5,,,,
,,,,,,,,,,,,,,204,12,8,,,,
,,,,,,,,,,,,,,204,30,3,,,,
,,,,,,,,,,,,,,204,0,9,,,,
,,,,,,,,,,,,,,204,32,3,,,,
,,,,,,,,,,,,,,204,25,9,,,,
,,,,,,,,,,,,,,204,7,7,,,,
,,,,,,,,,,,,,,204,18,8,,,,
,,,,,,,,,,,,,,204,15,6,,,,
,,,,,,,,,,,,,,208,27,7,,,,
,,,,,,,,,,,,,,208,0,7,,,,
,,,,,,,,,,,,,,208,17,8,,,,
,,,,,,,,,,,,,,208,13,10,,,,
,,,,,,,,,,,,,,208,12,8,,,,
,,,,,,,,,,,,,,208,30,8,,,,
,,,,,,,,,,,,,,208,18,10,,,,
,,,,,,,,,,,,,,208,16,8,,,,
,,,,,,,,,,,,,,208,2,8,,,,
,,,,,,,,,,,,,,208,22,7,,,,
,,,,,,,,,,,,,,211,23,8,,,,
,,,,,,,,,,,,,,211,20,7,,,,
,,,,,,,,,,,,,,211,3,8,,,,
,,,,,,,,,,,,,,211,29,9,,,,
,,,,,,,,,,,,,,211,13,7,,,,
,,,,,,,,,,,,,,211,2,8,,,,
,,,,,,,,,,,,,,211,22,6,,,,
,,,,,,,,,,,,,,211,10,7,,,,
,,,,,,,,,,,,,,211,24,8,,,,
,,,,,,,,,,,,,,211,14,8,,,,
,,,,,,,,,,,,,,215,23,8,,,,
,,,,,,,,,,,,,,215,9,7,,,,
,,,,,,,,,,,,,,215,32,6,,,,
,,,,,,,,,,,,,,215,18,7,,,,
,,,,,,,,,,,,,,215,0,9,,,,
,,,,,,,,,,,,,,215,15,7,,,,
,,,,,,,,,,,,,,215,10,7,,,,
,,,,,,,,,,,,,,215,17,8,,,,
,,,,,,,,,,,,,,215,12,8,,,,
,,,,,,,,,,,,,,215,3,7,,,,
,,,,,,,,,,,,,,226,8,7,,,,
,,,,,,,,,,,,,,226,32,7,,,,
,,,,,,,,,,,,,,226,1,9,,,,
,,,,,,,,,,,,,,226,22,10,,,,
,,,,,,,,,,,,,,226,24,8,,,,
,,,,,,,,,,,,,,226,18,10,,,,
,,,,,,,,,,,,,,226,12,8,,,,
,,,,,,,,,,,,,,226,0,10,,,,
,,,,,,,,,,,,,,226,15,9,,,,
,,,,,,,,,,,,,,226,5,9,,,,
,,,,,,,,,,,,,,227,23,7,,,,
,,,,,,,,,,,,,,227,14,7,,,,
,,,,,,,,,,,,,,227,6,8,,,,
,,,,,,,,,,,,,,227,8,7,,,,
,,,,,,,,,,,,,,227,16,6,,,,
,,,,,,,,,,,,,,227,3,10,,,,
,,,,,,,,,,,,,,227,24,10,,,,
,,,,,,,,,,,,,,227,31,9,,,,
,,,,,,,,,,,,,,227,0,8,,,,
,,,,,,,,,,,,,,227,2,7,,,,
,,,,,,,,,,,,,,230,24,8,,,,
,,,,,,,,,,,,,,230,7,8,,,,
,,,,,,,,,,,,,,230,32,7,,,,
,,,,,,,,,,,,,,230,29,8,,,,
,,,,,,,,,,,,,,230,5,10,,,,
,,,,,,,,,,,,,,230,28,9,,,,
,,,,,,,,,,,,,,230,30,8,,,,
,,,,,,,,,,,,,,230,16,8,,,,
,,,,,,,,,,,,,,230,8,7,,,,
,,,,,,,,,,,,,,230,18,7,,,,
,,,,,,,,,,,,,,231,6,10,,,,
,,,,,,,,,,,,,,231,9,7,,,,
,,,,,,,,,,,,,,231,30,4,,,,
,,,,,,,,,,,,,,231,19,8,,,,
,,,,,,,,,,,,,,231,17,10,,,,
,,,,,,,,,,,,,,231,15,10,,,,
,,,,,,,,,,,,,,231,24,5,,,,
,,,,,,,,,,,,,,231,25,7,,,,
,,,,,,,,,,,,,,231,27,9,,,,
,,,,,,,,,,,,,,231,4,6,,,,
,,,,,,,,,,,,,,232,27,4,,,,
,,,,,,,,,,,,,,232,18,6,,,,
,,,,,,,,,,,,,,232,13,6,,,,
,,,,,,,,,,,,,,232,15,4,,,,
,,,,,,,,,,,,,,232,31,4,,,,
,,,,,,,,,,,,,,232,7,4,,,,
,,,,,,,,,,,,,,232,10,7,,,,
,,,,,,,,,,,,,,232,3,7,,,,
,,,,,,,,,,,,,,232,25,8,,,,
,,,,,,,,,,,,,,232,12,3,,,,
,,,,,,,,,,,,,,233,8,1,,,,
,,,,,,,,,,,,,,233,27,3,,,,
,,,,,,,,,,,,,,233,12,10,,,,
,,,,,,,,,,,,,,233,31,1,,,,
,,,,,,,,,,,,,,233,7,1,,,,
,,,,,,,,,,,,,,233,9,6,,,,
,,,,,,,,,,,,,,233,6,4,,,,
,,,,,,,,,,,,,,233,20,7,,,,
,,,,,,,,,,,,,,233,30,1,,,,
,,,,,,,,,,,,,,233,18,1,,,,
,,,,,,,,,,,,,,234,20,4,,,,
,,,,,,,,,,,,,,234,10,8,,,,
,,,,,,,,,,,,,,234,13,7,,,,
,,,,,,,,,,,,,,234,6,1,,,,
,,,,,,,,,,,,,,234,30,1,,,,
,,,,,,,,,,,,,,234,25,6,,,,
,,,,,,,,,,,,,,234,1,10,,,,
,,,,,,,,,,,,,,234,16,5,,,,
,,,,,,,,,,,,,,234,5,9,,,,
,,,,,,,,,,,,,,234,18,3,,,,
,,,,,,,,,,,,,,235,18,10,,,,
,,,,,,,,,,,,,,235,8,8,,,,
,,,,,,,,,,,,,,235,30,6,,,,
,,,,,,,,,,,,,,235,16,7,,,,
,,,,,,,,,,,,,,235,23,8,,,,
,,,,,,,,,,,,,,235,25,9,,,,
,,,,,,,,,,,,,,235,9,8,,,,
,,,,,,,,,,,,,,235,1,10,,,,
,,,,,,,,,,,,,,235,27,10,,,,
,,,,,,,,,,,,,,235,0,10,,,,
,,,,,,,,,,,,,,236,29,10,,,,
,,,,,,,,,,,,,,236,1,10,,,,
,,,,,,,,,,,,,,236,30,1,,,,
,,,,,,,,,,,,,,236,27,1,,,,
,,,,,,,,,,,,,,236,9,10,,,,
,,,,,,,,,,,,,,236,3,10,,,,
,,,,,,,,,,,,,,236,31,2,,,,
,,,,,,,,,,,,,,236,19,8,,,,
,,,,,,,,,,,,,,236,16,10,,,,
,,,,,,,,,,,,,,236,13,10,,,,
,,,,,,,,,,,,,,237,19,9,,,,
,,,,,,,,,,,,,,237,22,6,,,,
,,,,,,,,,,,,,,237,30,5,,,,
,,,,,,,,,,,,,,237,13,3,,,,
,,,,,,,,,,,,,,237,20,6,,,,
,,,,,,,,,,,,,,237,2,6,,,,
,,,,,,,,,,,,,,237,24,5,,,,
,,,,,,,,,,,,,,237,15,4,,,,
,,,,,,,,,,,,,,237,25,8,,,,
,,,,,,,,,,,,,,237,8,3,,,,
,,,,,,,,,,,,,,238,25,9,,,,
,,,,,,,,,,,,,,238,5,9,,,,
,,,,,,,,,,,,,,238,27,7,,,,
,,,,,,,,,,,,,,238,24,5,,,,
,,,,,,,,,,,,,,238,4,8,,,,
,,,,,,,,,,,,,,238,10,2,,,,
,,,,,,,,,,,,,,238,28,2,,,,
,,,,,,,,,,,,,,238,15,1,,,,
,,,,,,,,,,,,,,238,8,2,,,,
,,,,,,,,,,,,,,238,19,8,,,,
,,,,,,,,,,,,,,240,16,7,,,,
,,,,,,,,,,,,,,240,20,8,,,,
,,,,,,,,,,,,,,240,23,7,,,,
,,,,,,,,,,,,,,240,27,6,,,,
,,,,,,,,,,,,,,240,28,5,,,,
,,,,,,,,,,,,,,240,9,7,,,,
,,,,,,,,,,,,,,240,21,8,,,,
,,,,,,,,,,,,,,240,17,7,,,,
,,,,,,,,,,,,,,240,1,8,,,,
,,,,,,,,,,,,,,240,7,7,,,,
,,,,,,,,,,,,,,242,24,4,,,,
,,,,,,,,,,,,,,242,22,7,,,,
,,,,,,,,,,,,,,242,8,5,,,,
,,,,,,,,,,,,,,242,13,6,,,,
,,,,,,,,,,,,,,242,17,7,,,,
,,,,,,,,,,,,,,242,4,8,,,,
,,,,,,,,,,,,,,242,1,7,,,,
,,,,,,,,,,,,,,242,29,2,,,,
,,,,,,,,,,,,,,242,31,2,,,,
,,,,,,,,,,,,,,242,10,8,,,,
,,,,,,,,,,,,,,243,7,8,,,,
,,,,,,,,,,,,,,243,15,8,,,,
,,,,,,,,,,,,,,243,13,7,,,,
,,,,,,,,,,,,,,243,24,6,,,,
,,,,,,,,,,,,,,243,23,10,,,,
,,,,,,,,,,,,,,243,28,8,,,,
,,,,,,,,,,,,,,243,21,6,,,,
,,,,,,,,,,,,,,243,20,9,,,,
,,,,,,,,,,,,,,243,6,8,,,,
,,,,,,,,,,,,,,243,18,9,,,,
,,,,,,,,,,,,,,244,29,8,,,,
,,,,,,,,,,,,,,244,12,9,,,,
,,,,,,,,,,,,,,244,17,8,,,,
,,,,,,,,,,,,,,244,20,9,,,,
,,,,,,,,,,,,,,244,25,9,,,,
,,,,,,,,,,,,,,244,19,9,,,,
,,,,,,,,,,,,,,244,24,9,,,,
,,,,,,,,,,,,,,244,5,8,,,,
,,,,,,,,,,,,,,244,9,9,,,,
,,,,,,,,,,,,,,244,0,9,,,,
,,,,,,,,,,,,,,245,2,6,,,,
,,,,,,,,,,,,,,245,24,3,,,,
,,,,,,,,,,,,,,245,19,7,,,,
,,,,,,,,,,,,,,245,4,8,,,,
,,,,,,,,,,,,,,245,22,10,,,,
,,,,,,,,,,,,,,245,27,7,,,,
,,,,,,,,,,,,,,245,25,7,,,,
,,,,,,,,,,,,,,245,31,2,,,,
,,,,,,,,,,,,,,245,15,5,,,,
,,,,,,,,,,,,,,245,11,7,,,,
,,,,,,,,,,,,,,246,17,7,,,,
,,,,,,,,,,,,,,246,6,6,,,,
,,,,,,,,,,,,,,246,7,2,,,,
,,,,,,,,,,,,,,246,8,3,,,,
,,,,,,,,,,,,,,246,29,3,,,,
,,,,,,,,,,,,,,246,28,6,,,,
,,,,,,,,,,,,,,246,0,8,,,,
,,,,,,,,,,,,,,246,20,8,,,,
,,,,,,,,,,,,,,246,23,9,,,,
,,,,,,,,,,,,,,246,30,1,,,,
,,,,,,,,,,,,,,251,15,7,,,,
,,,,,,,,,,,,,,251,32,6,,,,
,,,,,,,,,,,,,,251,2,7,,,,
,,,,,,,,,,,,,,251,10,7,,,,
,,,,,,,,,,,,,,251,20,8,,,,
,,,,,,,,,,,,,,251,25,7,,,,
,,,,,,,,,,,,,,251,18,6,,,,
,,,,,,,,,,,,,,251,21,8,,,,
,,,,,,,,,,,,,,251,22,7,,,,
,,,,,,,,,,,,,,251,4,8,,,,
,,,,,,,,,,,,,,252,6,10,,,,
,,,,,,,,,,,,,,252,9,7,,,,
,,,,,,,,,,,,,,252,30,4,,,,
,,,,,,,,,,,,,,252,19,8,,,,
,,,,,,,,,,,,,,252,17,10,,,,
,,,,,,,,,,,,,,252,15,10,,,,
,,,,,,,,,,,,,,252,24,5,,,,
,,,,,,,,,,,,,,252,25,7,,,,
,,,,,,,,,,,,,,252,27,9,,,,
,,,,,,,,,,,,,,252,4,6,,,,
,,,,,,,,,,,,,,253,7,8,,,,
,,,,,,,,,,,,,,253,21,7,,,,
,,,,,,,,,,,,,,253,8,6,,,,
,,,,,,,,,,,,,,253,0,8,,,,
,,,,,,,,,,,,,,253,3,4,,,,
,,,,,,,,,,,,,,253,30,6,,,,
,,,,,,,,,,,,,,253,4,8,,,,
,,,,,,,,,,,,,,253,28,7,,,,
,,,,,,,,,,,,,,253,16,9,,,,
,,,,,,,,,,,,,,253,15,9,,,,
,,,,,,,,,,,,,,254,16,6,,,,
,,,,,,,,,,,,,,254,21,4,,,,
,,,,,,,,,,,,,,254,1,5,,,,
,,,,,,,,,,,,,,254,26,18,,,,
,,,,,,,,,,,,,,254,11,4,,,,
,,,,,,,,,,,,,,254,20,8,,,,
,,,,,,,,,,,,,,254,30,5,,,,
,,,,,,,,,,,,,,254,5,10,,,,
,,,,,,,,,,,,,,254,32,8,,,,
,,,,,,,,,,,,,,254,14,7,,,,
,,,,,,,,,,,,,,255,8,10,,,,
,,,,,,,,,,,,,,255,21,10,,,,
,,,,,,,,,,,,,,255,9,10,,,,
,,,,,,,,,,,,,,255,1,10,,,,
,,,,,,,,,,,,,,255,12,10,,,,
,,,,,,,,,,,,,,255,4,10,,,,
,,,,,,,,,,,,,,255,25,10,,,,
,,,,,,,,,,,,,,255,6,10,,,,
,,,,,,,,,,,,,,255,14,10,,,,
,,,,,,,,,,,,,,255,13,10,,,,
,,,,,,,,,,,,,,256,2,7,,,,
,,,,,,,,,,,,,,256,25,8,,,,
,,,,,,,,,,,,,,256,4,5,,,,
,,,,,,,,,,,,,,256,12,7,,,,
,,,,,,,,,,,,,,256,31,7,,,,
,,,,,,,,,,,,,,256,22,6,,,,
,,,,,,,,,,,,,,256,18,8,,,,
,,,,,,,,,,,,,,256,32,9,,,,
,,,,,,,,,,,,,,256,16,7,,,,
,,,,,,,,,,,,,,256,15,9,,,,
,,,,,,,,,,,,,,257,4,8,,,,
,,,,,,,,,,,,,,257,12,7,,,,
,,,,,,,,,,,,,,257,25,8,,,,
,,,,,,,,,,,,,,257,0,7,,,,
,,,,,,,,,,,,,,257,29,7,,,,
,,,,,,,,,,,,,,257,8,5,,,,
,,,,,,,,,,,,,,257,17,9,,,,
,,,,,,,,,,,,,,257,30,5,,,,
,,,,,,,,,,,,,,257,2,6,,,,
,,,,,,,,,,,,,,257,20,8,,,,
,,,,,,,,,,,,,,258,22,9,,,,
,,,,,,,,,,,,,,258,6,7,,,,
,,,,,,,,,,,,,,258,29,6,,,,
,,,,,,,,,,,,,,258,26,7,,,,
,,,,,,,,,,,,,,258,15,6,,,,
,,,,,,,,,,,,,,258,31,5,,,,
,,,,,,,,,,,,,,258,17,8,,,,
,,,,,,,,,,,,,,258,23,9,,,,
,,,,,,,,,,,,,,258,27,8,,,,
,,,,,,,,,,,,,,258,24,6,,,,
